alpha=a/M,r_ph/M,r_ISCO/M,b_shadow/M,ell/M
0.27930632974111236,1.5405521632599433,2.9604942779822827,3.342203375516472,0.10437732658774614
0.28027561005821877,1.5320052528838863,2.945162801357608,3.3322676825362194,0.10492113065009392
0.2812448903753252,1.5233635241222483,2.929724559336399,3.322253694575766,0.10546587584917458
0.28221417069243154,1.5146230415488056,2.9141763897720216,3.31215890544479,0.10601156056182015
0.28318345100953796,1.5057795890110004,2.8985149725103385,3.301980663573219,0.1065581831732323
0.28415273132664437,1.4968286407525384,2.882736818126234,3.2917161594387077,0.10710574207691052
0.2851220116437508,1.4877653285998875,2.8668382556068703,3.281362411519979,0.10765423567458125
0.2860912919608572,1.4785844045362462,2.8508154188588386,3.2709162505544858,0.10820366237612812
0.2870605722779636,1.4692801978449035,2.8346642318989574,3.260374301837632,0.1087540205995225
0.28802985259506997,1.4598465658264177,2.8183803925683226,3.2497329652504563,0.10930530877075541
0.2889991329121764,1.450276836871186,2.8019593545855974,3.2389883926406196,0.10985752532376991
0.2899684132292828,1.4405637443858061,2.78539630772786,3.2281364621047324,0.11041066870039437
0.2909376935463892,1.4306993497103777,2.768686155894477,3.2171727486241326,0.11096473735027645
0.2919069738634956,1.420674951697923,2.7518234927710483,3.2060924903856605,0.11151972973081806
0.29287625418060204,1.410480980021526,2.7348025747647156,3.1948905499663485,0.11207564430711081
0.2938455344977084,1.4001068684799034,2.71761729082716,3.183561369365761,0.11263247955187236
0.2948148148148148,1.3895409035177173,2.7002611287166602,3.1720989176182375,0.11319023394538363
